Series Name,Series Code,Country Name,Country Code,2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Solomon Islands,SLB,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Somalia,SOM,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,South Africa,ZAF,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,South Asia,SAS,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,South Asia (IDA & IBRD),TSA,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,South Sudan,SSD,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Spain,ESP,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Sri Lanka,LKA,1.0041,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,St. Kitts and Nevis,KNA,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,St. Lucia,LCA,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,St. Martin (French part),MAF,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,St. Vincent and the Grenadines,VCT,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Sub-Saharan Africa,SSF,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Sub-Saharan Africa (excluding high income),SSA,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Sudan,SDN,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Suriname,SUR,1.2101,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Sweden,SWE,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Switzerland,CHE,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Syrian Arab Republic,SYR,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Tajikistan,TJK,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Tanzania,TZA,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Thailand,THA,0.805,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Timor-Leste,TLS,0.7224,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Togo,TGO,0.0774,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Tonga,TON,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Trinidad and Tobago,TTO,4.1675,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Tunisia,TUN,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Turkey,TUR,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Turkmenistan,TKM,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Turks and Caicos Islands,TCA,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Tuvalu,TUV,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Uganda,UGA,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Ukraine,UKR,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,United Arab Emirates,ARE,2.5278,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,United Kingdom,GBR,2.8117,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,United States,USA,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Upper middle income,UMC,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Uruguay,URY,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Uzbekistan,UZB,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Vanuatu,VUT,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,"Venezuela, RB",VEN,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Vietnam,VNM,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Virgin Islands (U.S.),VIR,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,West Bank and Gaza,PSE,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,World,WLD,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,"Yemen, Rep.",YEM,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Zambia,ZMB,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Zimbabwe,ZWE,0.2096,..,..
,,,,,,
,,,,,,
,,,,,,
Data from database: Health Nutrition and Population Statistics,,,,,,
Last Updated: 09/15/2021,,,,,,
